1,0.07019608,0.21324423,0.86784314,0.14125152,1
2,0.07019608,0.36512758,0.86784314,0.14064399,1
3,0.07019608,0.5164034,0.86784314,0.14094775,1
4,0.07019608,0.66828676,0.86784314,0.14094775,1
5,0.07019608,0.81956258,0.86784314,0.14094775,1
6,0.07411765,0.05818182,0.86784314,0.14030303,2
7,0.07411765,0.20939394,0.86784314,0.14030303,2
8,0.07411765,0.36090909,0.86784314,0.14030303,2
9,0.07411765,0.51212121,0.86784314,0.14030303,2
10,0.07411765,0.66363636,0.86784314,0.14030303,2
11,0.07411765,0.81424242,0.86784314,0.14030303,2
12,0.07215686,0.05939394,0.86784314,0.14121212,3
13,0.07215686,0.21060606,0.86784314,0.14060606,3
14,0.07215686,0.36212121,0.86784314,0.14393939,3
15,0.07215686,0.51333333,0.86784314,0.14030303,3
16,0.07215686,0.66484848,0.86784314,0.14030303,3
17,0.07215686,0.81545455,0.86784314,0.14060606,3
18,0.07098039,0.05848485,0.86784314,0.14030303,4
19,0.07098039,0.20969697,0.86784314,0.14030303,4
20,0.07098039,0.36121212,0.86784314,0.14242424,4
21,0.07098039,0.51242424,0.86784314,0.14030303,4
22,0.07098039,0.66393939,0.86784314,0.14030303,4
23,0.07098039,0.81454545,0.87098039,0.14030303,4
24,0.07254902,0.05848485,0.86784314,0.14060606,5
25,0.07254902,0.20969697,0.86784314,0.14060606,5
26,0.07254902,0.36121212,0.86784314,0.14060606,5
27,0.07254902,0.51242424,0.86784314,0.14030303,5
28,0.07254902,0.66393939,0.86784314,0.14030303,5
29,0.07254902,0.81484848,0.86941176,0.14030303,5
30,0.06588235,0.05757576,0.86784314,0.14060606,6
31,0.06588235,0.20878788,0.86784314,0.14818182,6
32,0.06588235,0.36030303,0.86784314,0.14060606,6
33,0.06588235,0.51151515,0.86784314,0.14060606,6
34,0.06588235,0.6630303,0.86784314,0.14030303,6
35,0.06588235,0.81393939,0.86784314,0.14030303,6
